,date,tic,Unnamed: 0,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma
0,2010/7/1,AFL,0,26.77499962,26.78000069,26.47999954,20.43356895,5633200,0,0,20.47054113,20.35615526,0,-66.66666667,100,20.43356895,20.43356895
1,2010/7/1,AMZN,1,13.44649982,13.44649982,13.14000034,13.25,74472000,0,0,20.47054113,20.35615526,0,-66.66666667,100,13.25,13.25
2,2010/7/1,AZO,2,370.5700073,376.1600037,368.7399902,374.8800049,401700,0,0,20.47054113,20.35615526,0,-66.66666667,100,374.8800049,374.8800049
3,2010/7/1,C,3,42.47999954,43.20000076,42.22000122,34.10782623,25691500,0,0,20.47054113,20.35615526,0,-66.66666667,100,34.10782623,34.10782623
4,2010/7/1,CMCSA,4,19.20000076,19.30999947,19.06500053,15.53417492,32342600,0,0,20.47054113,20.35615526,0,-66.66666667,100,15.53417492,15.53417492
5,2010/7/1,COP,5,58.47000122,58.84000015,58.02000046,40.67047882,7313100,0,0,20.47054113,20.35615526,0,-66.66666667,100,40.67047882,40.67047882
6,2010/7/1,F,6,13.10000038,13.13000011,12.93999958,7.897768974,32702200,0,0,20.47054113,20.35615526,0,-66.66666667,100,7.897768974,7.897768974
7,2010/7/1,GE,7,134.6904449,135.9514771,134.0299072,109.9582748,5967869,0,0,20.47054113,20.35615526,0,-66.66666667,100,109.9582748,109.9582748
8,2010/7/1,GM,8,28.38999939,28.5,28.07999992,21.50606537,6508900,0,0,20.47054113,20.35615526,0,-66.66666667,100,21.50606537,21.50606537
9,2010/7/1,GOOGL,9,18.97397423,19.43443489,18.97147179,19.40940857,121498380,0,0,20.47054113,20.35615526,0,-66.66666667,100,19.40940857,19.40940857
10,2010/7/1,LLY,10,53.54999924,54.47999954,53.54999924,42.14344025,4968900,0,0,20.47054113,20.35615526,0,-66.66666667,100,42.14344025,42.14344025
11,2010/7/1,LOW,11,38.45000076,39.15000153,38.40000153,31.91904068,8536400,0,0,20.47054113,20.35615526,0,-66.66666667,100,31.91904068,31.91904068
12,2010/7/1,MDT,12,46.84999847,47.13000107,46.68000031,36.91201019,3630600,0,0,20.47054113,20.35615526,0,-66.66666667,100,36.91201019,36.91201019
13,2010/7/1,MSI,13,58.90000153,59.20000076,58.5,48.52826309,1808600,0,0,20.47054113,20.35615526,0,-66.66666667,100,48.52826309,48.52826309
14,2010/7/1,NOC,14,65.27999878,65.52999878,64.80000305,53.80119324,1820900,0,0,20.47054113,20.35615526,0,-66.66666667,100,53.80119324,53.80119324
15,2010/7/1,ORCL,15,35.86999893,36.31000137,35.81000137,30.7748661,23595800,0,0,20.47054113,20.35615526,0,-66.66666667,100,30.7748661,30.7748661
16,2010/7/1,PEP,16,73.08000183,73.11000061,72.56999969,53.40475082,5449500,0,0,20.47054113,20.35615526,0,-66.66666667,100,53.40475082,53.40475082
17,2010/7/1,PFE,17,26.16698265,26.37571144,25.96774292,17.92359543,32521802,0,0,20.47054113,20.35615526,0,-66.66666667,100,17.92359543,17.92359543
18,2010/7/1,QCOM,18,66.40000153,66.80000305,65.62999725,49.18113327,14311500,0,0,20.47054113,20.35615526,0,-66.66666667,100,49.18113327,49.18113327
