,date,tic,Unnamed: 0,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma
0,2010/7/1,AFL,0,26.67499951,26.69571495,26.40714264,20.41045952,5633200,0,-0.000518481,20.45469591,20.38933256,0,-66.66666667,100,20.42201423,20.42201423
1,2010/7/1,AMZN,1,13.35864271,13.38578565,13.08671447,13.1782856,74472000,0,-0.001608977,13.31556228,13.11272332,0,-66.66666667,100,13.2141428,13.2141428
2,2010/7/1,AZO,2,371.4042881,375.5399998,367.8171387,372.6428572,401700,0,-0.050192417,376.9252357,370.5976263,0,-66.66666667,100,373.761431,373.761431
3,2010/7/1,C,3,42.44857079,43.11428669,42.20571463,33.92434474,25691500,0,-0.004116572,34.2755675,33.75660348,0,-66.66666667,100,34.01608549,34.01608549
4,2010/7/1,CMCSA,4,19.20714351,19.2942851,19.01928629,15.48703344,32342600,0,-0.001057661,15.5772723,15.44393605,0,-66.66666667,100,15.51060418,15.51060418
5,2010/7/1,COP,5,58.47000122,58.73714283,58.01428604,40.51440975,7313100,0,-0.00350155,40.81315928,40.37172928,0,-66.66666667,100,40.59244428,40.59244428
6,2010/7/1,F,6,13.05428587,13.09285722,12.91714246,7.873505047,32702200,0,-0.000544383,7.919951385,7.851322636,0,-66.66666667,100,7.885637011,7.885637011
7,2010/7/1,GE,7,134.6561301,135.6941224,133.9612775,109.5277241,5967869,0,-0.009659791,110.3518901,109.1341088,0,-66.66666667,100,109.7429995,109.7429995
8,2010/7/1,GM,8,28.24714225,28.41428593,28.02285685,21.46025903,6508900,0,-0.001027706,21.54794215,21.41838225,0,-66.66666667,100,21.4831622,21.4831622
9,2010/7/1,GOOGL,9,19.04182734,19.39060511,18.97268704,19.2908614,121498380,0,-0.002659712,19.517786,19.18248397,0,-66.66666667,100,19.35013499,19.35013499
10,2010/7/1,LLY,10,53.63285664,54.30857141,53.52714266,41.99903979,4968900,0,-0.003239754,42.27545311,41.86702693,0,-66.66666667,100,42.07124002,42.07124002
11,2010/7/1,LOW,11,38.40428652,39.05285863,38.26285771,31.77240372,8536400,0,-0.003289932,32.05309818,31.63834622,0,-66.66666667,100,31.8457222,31.8457222
12,2010/7/1,MDT,12,46.76714216,47.02142934,46.55142866,36.76141793,3630600,0,-0.003378672,37.04968367,36.62374445,0,-66.66666667,100,36.83671406,36.83671406
13,2010/7/1,MSI,13,58.78571538,59.18285751,58.5,48.48586872,1808600,0,-0.000951156,48.56702059,48.44711122,0,-66.66666667,100,48.50706591,48.50706591
14,2010/7/1,NOC,14,65.10857065,65.43857029,64.67143031,53.62418148,1820900,0,-0.003971418,53.96301979,53.46235492,0,-66.66666667,100,53.71268736,53.71268736
15,2010/7/1,ORCL,15,35.85285677,36.22142955,35.58714349,30.51261166,23595800,0,-0.005883914,31.01462267,30.27285509,0,-66.66666667,100,30.64373888,30.64373888
16,2010/7/1,PEP,16,72.9085737,72.98428563,72.52142879,53.3585592,5449500,0,-0.001036351,53.44697983,53.31633019,0,-66.66666667,100,53.38165501,53.38165501
17,2010/7/1,PFE,17,26.11005701,26.28896686,25.91352735,17.83833477,32521802,0,-0.001912899,18.00154188,17.76038831,0,-66.66666667,100,17.8809651,17.8809651
18,2010/7/1,QCOM,18,66.35714395,66.88571603,65.55285535,48.95160184,14311500,0,-0.005149744,49.39097401,48.7417611,0,-66.66666667,100,49.06636756,49.06636756
19,2010/7/1,SBUX,19,28.2535711,28.49428504,28.18357113,23.38990402,7926400,0,-0.00203832,23.56381191,23.30684696,0,-66.66666667,100,23.43532944,23.43532944
20,2010/7/1,SLB,20,78.98857335,79.83571516,78.53714316,60.17214148,6620700,0,-0.001210971,60.27546058,60.12279708,0,66.66666667,100,60.19912883,60.19912883
21,2010/7/1,SRE,21,37.6942858,37.97785623,37.62714168,19.81250246,1878000,0,-0.000386067,19.84544139,19.79677108,0,66.66666667,100,19.82110623,19.82110623
22,2010/7/1,T,22,26.60336604,26.87634795,26.45662553,12.00520938,37381684,0,-0.000608187,12.05709946,11.98042707,0,-66.66666667,100,12.01876327,12.01876327
23,2010/7/1,TT,23,32.25073624,32.75087901,31.69748279,26.74685723,3873026,0,-0.001839405,26.90379389,26.6719055,0,66.66666667,100,26.7878497,26.7878497
24,2010/7/1,UPS,24,79.31714085,80.07142857,79.1457149,57.84650966,4074200,0,-0.000278204,57.87024581,57.83517347,0,66.66666667,100,57.85270964,57.85270964
25,2010/7/1,WFC,25,35.02285821,35.17857143,34.85571452,25.67316218,22241600,0,-0.001738561,25.82149483,25.60231966,0,-66.66666667,100,25.71190725,25.71190725
26,2010/7/1,XOM,26,90.14571707,90.24857221,89.21142796,57.36665017,13347300,0,-0.003645017,57.67764019,57.21812375,0,-66.66666667,100,57.44788197,57.44788197
27,2010/7/1,XRX,27,21.26105799,21.34387289,21.0351974,14.07164042,3685400,0,-0.000902347,14.14862798,14.03487176,0,-66.66666667,100,14.09174987,14.09174987
28,2010/7/1,ZTS,28,31.38285719,31.81142834,30.55285672,28.69389916,7695400,0,5.93E-05,28.69631596,28.68883877,100,66.66666667,100,28.69257736,28.69257736
29,2010/7/2,AFL,29,26.61642803,26.79265349,26.40510178,20.46437481,7432200,1,0.001011263,20.49023253,20.38203633,70.70449117,35.66889936,17.43365008,20.43613443,20.43613443
30,2010/7/2,AMZN,30,13.2847449,13.39027539,13.08279603,13.22577531,80258000,1,-0.000577503,13.29098177,13.14505884,40.65425486,-27.70603106,83.47469847,13.2180203,13.2180203
31,2010/7/2,AZO,31,370.9802096,374.2514281,367.6922433,371.5363234,266300,1,-0.098268648,376.4265308,369.6129262,0,-87.49998605,100,373.0197285,373.0197285
32,2010/7/2,C,32,42.44040719,43.13877643,42.24693859,33.95412071,24224200,1,-0.004321979,34.19236956,33.79849157,14.37470713,-19.61989495,29.38840063,33.99543056,33.99543056
33,2010/7/2,CMCSA,33,19.21653101,19.42020381,19.04520467,15.5740923,32715000,1,0.00135202,15.6189256,15.44460817,65.64091372,100,49.29569814,15.53176689,15.53176689
34,2010/7/2,COP,34,58.46142905,58.67795882,57.90449034,40.34168851,7783100,1,-0.009817745,40.83778987,40.17992818,0,-100,100,40.50885902,40.50885902
35,2010/7/2,F,35,13.03020427,13.13775516,12.92367307,7.90816745,39116500,1,0.000381227,7.928721948,7.857572366,59.64190399,51.60870902,35.47876639,7.893147157,7.893147157
36,2010/7/2,GE,36,134.7517192,135.7333374,134.2039259,109.5396241,5148725,1,-0.011939473,110.1656387,109.1847766,2.779729954,-13.86100618,24.16127553,109.6752077,109.6752077
37,2010/7/2,GM,37,28.1851018,28.4673472,28.02489794,21.56496032,11097500,1,0.001937279,21.61540188,21.4054546,70.27840165,37.57709896,0.370974334,21.51042824,21.51042824
38,2010/7/2,GOOGL,38,19.04338996,19.36387412,18.98213542,19.25423315,74753172,1,-0.004524841,19.48039075,19.15594467,0,-71.49359985,0.370974334,19.31816771,19.31816771
39,2010/7/2,LLY,39,53.66918284,54.33183654,53.59367285,42.01808463,3519900,1,-0.00353751,42.21042541,41.8966177,12.00567561,-21.28380326,4.217920547,42.05352156,42.05352156
40,2010/7/2,LOW,40,38.35163358,38.90918452,38.24489858,31.75989914,8637200,1,-0.004579792,31.99409811,31.64013091,0,-77.90714314,100,31.81711451,31.81711451
41,2010/7/2,MDT,41,46.72510123,47.02387775,46.54244918,36.77073109,3740000,1,-0.004016299,36.9834889,36.64595057,6.012923102,-49.45992201,100,36.81471974,36.81471974
42,2010/7/2,MSI,42,58.84693956,59.4506122,58.64285714,48.74528495,2260900,1,0.006832521,48.86479168,48.30815283,86.35766711,100,100,48.58647226,48.58647226
43,2010/7/2,NOC,43,65.04326396,65.45326388,64.62245022,53.61575271,2444900,1,-0.00532175,53.88980742,53.4709442,0,-57.65743308,100,53.68037581,53.68037581
44,2010/7/2,ORCL,44,35.66918314,36.07816431,35.45938803,30.41028069,16662700,1,-0.010670551,30.94201481,30.18982416,0,-86.82647095,100,30.56591948,30.56591948
45,2010/7/2,PEP,45,72.82898043,73.03449078,72.55244835,53.47254547,5558500,1,0.002214191,53.52661845,53.29728521,71.85298993,40.8826465,4.985083611,53.41195183,53.41195183
46,2010/7/2,PFE,46,26.03415567,26.259536,25.89106673,17.840452,28883711,1,-0.002371758,17.96471193,17.77020954,2.504540327,-64.86639044,100,17.86746073,17.86746073
47,2010/7/2,QCOM,47,66.30653148,66.96122617,65.64632447,49.06350575,12356800,1,-0.003091662,49.29496883,48.83585841,33.52581715,67.91080887,100,49.06541362,49.06541362
48,2010/7/2,SBUX,48,28.21540817,28.41734657,28.11826507,23.36290959,8151400,1,-0.00343432,23.53466709,23.28771188,0,-89.34411394,100,23.41118949,23.41118949
49,2010/7/2,SLB,49,79.22612373,80.00551091,78.81224512,60.28687356,5389200,1,0.002014818,60.34317597,60.11357818,68.73986954,100,100,60.22837708,60.22837708
50,2010/7/2,SRE,50,37.77734718,38.0484683,37.68652951,19.82190771,1228000,1,-0.00020027,19.83860581,19.80414097,36.1195612,100,100,19.82137339,19.82137339
51,2010/7/2,T,51,26.63727675,26.88621291,26.5216725,11.99746434,27709069,1,-0.001015125,12.04826542,11.97506183,0,46.61615495,9.976266378,12.01166362,12.01166362
52,2010/7/2,TT,52,32.25832422,32.84041167,31.80826059,26.8859344,3856403,1,0.001969007,26.96036236,26.68072683,63.70065308,100,100,26.8205446,26.8205446
53,2010/7/2,UPS,53,79.58081428,80.32530586,79.40122519,58.02162887,3394100,1,0.005075949,58.10446093,57.71357117,93.59367107,100,100,57.90901605,57.90901605
54,2010/7/2,WFC,54,35.00489846,35.15612201,34.85408136,25.63666215,17534100,1,-0.003347135,25.80324642,25.57040468,0,-66.61337566,100,25.68682555,25.68682555
55,2010/7/2,XOM,55,90.06979712,90.23183799,89.27101945,57.35830782,11679700,1,-0.004903171,57.61061795,57.22542989,0,-45.25204115,100,57.41802392,57.41802392
56,2010/7/2,XRX,56,21.19437514,21.31375834,21.01798844,14.08313154,3638722,1,-0.000793431,14.13030889,14.04744529,22.81368821,-67.22614034,100,14.08887709,14.08887709
57,2010/7/2,ZTS,57,31.34489799,31.85959154,30.63775491,28.70107569,5013200,1,0.000298118,28.70557301,28.68524727,100,96.32421353,100,28.69541014,28.69541014
58,2010/7/6,AFL,58,26.3731627,26.58475265,25.93221555,20.24871628,17468400,2,-0.006104033,20.58183282,20.19672695,18.01082212,-133.3333333,71.08875629,20.38927989,20.38927989
59,2010/7/6,AMZN,59,13.27710361,13.37719659,13.07499718,13.19298238,55408000,2,-0.001278191,13.27638137,13.14714028,31.50493961,-64.92017814,85.67282686,13.21176082,13.21176082
