,date,tic,Unnamed: 0,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma
0,2010/7/1,AFL,0,26.77499962,26.78000069,26.47999954,20.43356895,5633200,0,0,20.43356895,20.43356895,100,66.66666667,100,20.43356895,20.43356895
1,2010/7/1,AMZN,1,13.44649982,13.44649982,13.14000034,13.25,74472000,0,0,20.43356895,20.43356895,100,66.66666667,100,13.25,13.25
2,2010/7/1,AZO,2,370.5700073,376.1600037,368.7399902,374.8800049,401700,0,0,20.43356895,20.43356895,100,66.66666667,100,374.8800049,374.8800049
3,2010/7/1,C,3,42.47999954,43.20000076,42.22000122,34.10782623,25691500,0,0,20.43356895,20.43356895,100,66.66666667,100,34.10782623,34.10782623
4,2010/7/1,CMCSA,4,19.20000076,19.30999947,19.06500053,15.53417492,32342600,0,0,20.43356895,20.43356895,100,66.66666667,100,15.53417492,15.53417492
5,2010/7/1,COP,5,58.47000122,58.84000015,58.02000046,40.67047882,7313100,0,0,20.43356895,20.43356895,100,66.66666667,100,40.67047882,40.67047882
6,2010/7/1,F,6,13.10000038,13.13000011,12.93999958,7.897768974,32702200,0,0,20.43356895,20.43356895,100,66.66666667,100,7.897768974,7.897768974
7,2010/7/1,GE,7,134.6904449,135.9514771,134.0299072,109.9582748,5967869,0,0,20.43356895,20.43356895,100,66.66666667,100,109.9582748,109.9582748
8,2010/7/1,GM,8,28.38999939,28.5,28.07999992,21.50606537,6508900,0,0,20.43356895,20.43356895,100,66.66666667,100,21.50606537,21.50606537
9,2010/7/1,GOOGL,9,18.97397423,19.43443489,18.97147179,19.40940857,121498380,0,0,20.43356895,20.43356895,100,66.66666667,100,19.40940857,19.40940857
10,2010/7/1,LLY,10,53.54999924,54.47999954,53.54999924,42.14344025,4968900,0,0,20.43356895,20.43356895,100,66.66666667,100,42.14344025,42.14344025
11,2010/7/1,LOW,11,38.45000076,39.15000153,38.40000153,31.91904068,8536400,0,0,20.43356895,20.43356895,100,66.66666667,100,31.91904068,31.91904068
12,2010/7/1,MDT,12,46.84999847,47.13000107,46.68000031,36.91201019,3630600,0,0,20.43356895,20.43356895,100,66.66666667,100,36.91201019,36.91201019
13,2010/7/1,MSI,13,58.90000153,59.20000076,58.5,48.52826309,1808600,0,0,20.43356895,20.43356895,100,66.66666667,100,48.52826309,48.52826309
14,2010/7/1,NOC,14,65.27999878,65.52999878,64.80000305,53.80119324,1820900,0,0,20.43356895,20.43356895,100,66.66666667,100,53.80119324,53.80119324
15,2010/7/1,ORCL,15,35.86999893,36.31000137,35.81000137,30.7748661,23595800,0,0,20.43356895,20.43356895,100,66.66666667,100,30.7748661,30.7748661
16,2010/7/1,PEP,16,73.08000183,73.11000061,72.56999969,53.40475082,5449500,0,0,20.43356895,20.43356895,100,66.66666667,100,53.40475082,53.40475082
17,2010/7/1,PFE,17,26.16698265,26.37571144,25.96774292,17.92359543,32521802,0,0,20.43356895,20.43356895,100,66.66666667,100,17.92359543,17.92359543
18,2010/7/1,QCOM,18,66.40000153,66.80000305,65.62999725,49.18113327,14311500,0,0,20.43356895,20.43356895,100,66.66666667,100,49.18113327,49.18113327
19,2010/7/1,SBUX,19,28.28499985,28.54999924,28.27499962,23.48075485,7926400,0,0,20.43356895,20.43356895,100,66.66666667,100,23.48075485,23.48075485
20,2010/7/1,SLB,20,78.94000244,79.83000183,78.40000153,60.22611618,6620700,0,0,20.43356895,20.43356895,100,66.66666667,100,60.22611618,60.22611618
21,2010/7/1,SRE,21,37.61000061,37.90499878,37.59999847,19.82971001,1878000,0,0,20.43356895,20.43356895,100,66.66666667,100,19.82971001,19.82971001
22,2010/7/1,T,22,26.55589104,26.91087532,26.46525764,12.03231716,37381684,0,0,20.43356895,20.43356895,100,66.66666667,100,12.03231716,12.03231716
23,2010/7/1,TT,23,32.21532822,32.65527725,31.55230904,26.82884216,3873026,0,0,20.43356895,20.43356895,100,66.66666667,100,26.82884216,26.82884216
24,2010/7/1,UPS,24,79.19999695,80,79,57.85890961,4074200,0,0,20.43356895,20.43356895,100,66.66666667,100,57.85890961,57.85890961
25,2010/7/1,WFC,25,35.06000137,35.25,34.95000076,25.75065231,22241600,0,0,20.43356895,20.43356895,100,66.66666667,100,25.75065231,25.75065231
26,2010/7/1,XOM,26,90.44000244,90.5,89.36000061,57.52911377,13347300,0,0,20.43356895,20.43356895,100,66.66666667,100,57.52911377,57.52911377
27,2010/7/1,XRX,27,21.34387398,21.39657402,21.08036995,14.11185932,3685400,0,0,20.43356895,20.43356895,100,66.66666667,100,14.11185932,14.11185932
28,2010/7/1,ZTS,28,31.5,31.73999977,30.46999931,28.69125557,7695400,0,0,20.43356895,20.43356895,100,66.66666667,100,28.69125557,28.69125557
29,2010/7/2,AFL,29,26.77499962,26.78000069,26.47999954,20.43356895,7432200,1,0,20.43356895,20.43356895,100,66.66666667,100,20.43356895,20.43356895
30,2010/7/2,AMZN,30,13.44649982,13.44649982,13.14000034,13.25,80258000,1,0,13.25,13.25,100,66.66666667,100,13.25,13.25
31,2010/7/2,AZO,31,373.4899902,376.1600037,368.7399902,374.8800049,266300,1,0,374.8800049,374.8800049,100,66.66666667,100,374.8800049,374.8800049
